SNo,Di00,Di01,Di02,Di03,Di04,Di05,Do00,Do01,Do02
4031,0,0,0,0,1,1,0,0,0
4032,0,1,1,1,0,1,1,0,1
4033,0,1,0,1,1,1,1,1,0
4034,0,1,0,1,1,1,1,1,0
4035,0,0,0,1,0,1,0,1,1
4036,0,1,0,0,1,1,1,0,0
4037,0,1,0,0,0,0,1,0,0
4038,0,0,1,1,0,0,0,0,0
4039,0,1,0,0,1,0,1,0,1
4040,0,0,1,1,1,0,0,0,1
4041,1,0,0,0,1,0,1,0,1
4042,1,1,0,1,1,0,0,1,1
4043,1,1,0,0,0,1,0,0,1
4044,1,1,0,1,1,0,0,1,1
4045,1,1,1,1,0,1,0,0,1
4046,0,0,1,1,1,1,0,0,0
4047,1,0,0,0,0,0,1,0,0
4048,0,1,0,1,1,0,1,1,1
4049,1,0,1,1,1,0,1,0,1
4050,0,1,1,0,1,0,1,1,1
4051,0,1,1,0,0,0,1,1,0
4052,0,1,0,1,1,0,1,1,1
4053,0,1,1,0,1,1,1,1,0
4054,0,1,0,1,1,1,1,1,0
4055,1,1,0,1,1,0,0,1,1
4056,1,0,1,0,0,0,1,1,0
4057,1,1,0,1,0,0,0,1,0
4058,1,0,0,1,0,0,1,1,0
4059,0,0,0,1,1,1,0,1,0
4060,1,0,0,1,1,1,1,1,0
4061,0,1,1,0,1,0,1,1,1
4062,0,0,0,1,0,1,0,1,1
4063,0,1,1,0,0,0,1,1,0
4064,1,0,0,1,0,1,1,1,1
4065,0,1,1,0,0,1,1,1,1
4066,1,1,0,1,0,1,0,1,1
4067,0,1,0,0,0,0,1,0,0
4068,1,1,1,0,1,0,0,1,1
4069,0,1,0,1,0,1,1,1,1
4070,0,0,0,0,1,1,0,0,0
4071,1,0,1,1,1,1,1,0,0
4072,0,1,0,1,1,0,1,1,1
4073,0,0,1,0,0,0,0,1,0
4074,1,1,0,0,1,1,0,0,0
4075,1,1,1,1,0,0,0,0,0
4076,0,0,1,1,0,1,0,0,1
4077,0,0,0,0,0,0,0,0,0
4078,1,0,1,0,1,1,1,1,0
4079,1,0,0,0,0,0,1,0,0
4080,0,0,0,1,1,1,0,1,0
4081,1,1,0,1,1,0,0,1,1
4082,0,1,0,1,1,1,1,1,0
4083,0,1,0,0,1,1,1,0,0
4084,1,1,0,1,1,0,0,1,1
4085,0,1,0,0,0,0,1,0,0
4086,1,0,0,0,0,1,1,0,1
4087,1,1,0,0,1,0,0,0,1
4088,1,0,1,0,1,0,1,1,1
4089,1,0,1,0,1,0,1,1,1
4090,1,1,1,0,1,1,0,1,0
4091,0,1,0,0,0,0,1,0,0
4092,0,0,0,1,0,1,0,1,1
4093,1,1,1,1,0,1,0,0,1
4094,1,0,0,0,1,1,1,0,0
4095,1,0,1,0,0,0,1,1,0
4096,1,1,0,0,0,0,0,0,0
4097,1,1,1,0,1,1,0,1,0
4098,1,0,1,1,1,0,1,0,1
4099,1,1,0,0,1,1,0,0,0
4100,1,0,0,0,0,0,1,0,0
4101,1,0,1,1,0,1,1,0,1
4102,0,0,0,1,0,1,0,1,1
4103,1,0,0,1,0,0,1,1,0
4104,0,1,0,0,1,0,1,0,1
4105,0,1,0,1,1,0,1,1,1
4106,1,0,0,1,0,1,1,1,1
4107,1,1,1,1,1,1,0,0,0
4108,0,1,1,1,0,0,1,0,0
4109,0,0,1,1,0,1,0,0,1
4110,1,1,1,0,1,0,0,1,1
4111,1,1,1,1,0,1,0,0,1
4112,1,0,1,1,1,0,1,0,1
4113,0,0,0,1,1,1,0,1,0
4114,1,0,0,1,1,0,1,1,1
4115,0,1,0,0,1,1,1,0,0
4116,0,0,1,1,0,1,0,0,1
4117,1,0,1,0,1,0,1,1,1
4118,0,1,0,1,0,1,1,1,1
4119,1,0,1,1,1,0,1,0,1
4120,1,0,0,0,1,0,1,0,1
4121,0,0,0,0,1,1,0,0,0
4122,0,1,0,0,0,0,1,0,0
4123,0,0,1,0,0,1,0,1,1
4124,0,1,1,1,1,1,1,0,0
4125,1,0,0,1,1,0,1,1,1
4126,1,0,1,1,1,0,1,0,1
4127,1,1,0,1,1,0,0,1,1
4128,0,1,0,0,1,0,1,0,1
4129,1,0,1,0,0,0,1,1,0
4130,1,1,1,1,1,0,0,0,1
4131,0,1,0,0,0,1,1,0,1
4132,1,0,1,0,1,1,1,1,0
4133,0,1,0,0,0,1,1,0,1
4134,1,0,1,0,1,0,1,1,1
4135,1,1,0,1,0,1,0,1,1
4136,0,1,0,0,1,1,1,0,0
4137,0,0,0,1,1,0,0,1,1
4138,1,1,1,0,1,1,0,1,0
4139,0,1,1,0,0,0,1,1,0
4140,1,1,0,0,1,0,0,0,1
4141,0,0,0,1,1,1,0,1,0
4142,0,0,0,0,1,0,0,0,1
4143,1,0,1,0,1,1,1,1,0
4144,0,0,1,1,1,0,0,0,1
4145,0,0,1,1,0,1,0,0,1
4146,1,1,0,1,0,0,0,1,0
4147,1,1,1,1,1,0,0,0,1
4148,1,1,1,0,0,0,0,1,0
4149,1,0,0,0,1,0,1,0,1
4150,1,1,1,1,1,1,0,0,0
4151,1,1,0,0,1,0,0,0,1
4152,0,1,1,0,0,1,1,1,1
4153,0,1,1,1,0,1,1,0,1
4154,1,1,1,1,1,1,0,0,0
4155,0,1,1,1,0,0,1,0,0
4156,1,1,1,0,1,0,0,1,1
4157,0,0,0,1,0,1,0,1,1
4158,0,1,1,0,1,0,1,1,1
4159,1,1,1,0,0,1,0,1,1
4160,1,0,1,0,0,1,1,1,1
4161,0,0,0,1,0,0,0,1,0
4162,0,1,1,1,0,0,1,0,0
4163,0,0,1,0,1,1,0,1,0
4164,1,1,1,1,0,0,0,0,0
4165,1,1,1,1,1,1,0,0,0
4166,0,1,1,0,0,0,1,1,0
4167,1,0,0,1,0,1,1,1,1
4168,1,0,1,1,1,1,1,0,0
4169,0,1,1,1,0,1,1,0,1
4170,0,1,1,1,0,1,1,0,1
4171,0,0,0,0,0,1,0,0,1
4172,0,1,0,1,1,0,1,1,1
4173,0,0,1,1,1,0,0,0,1
4174,1,1,0,0,1,0,0,0,1
4175,1,0,1,0,0,1,1,1,1
4176,0,1,0,1,0,1,1,1,1
4177,1,1,1,0,0,1,0,1,1
4178,1,1,0,1,0,1,0,1,1
4179,1,0,1,1,0,0,1,0,0
4180,1,0,1,0,0,1,1,1,1
4181,1,0,1,1,0,1,1,0,1
4182,1,1,0,1,0,0,0,1,0
4183,0,1,1,0,1,1,1,1,0
4184,0,0,0,1,0,1,0,1,1
4185,1,0,0,0,0,1,1,0,1
4186,0,1,0,0,0,0,1,0,0
4187,1,0,0,0,1,1,1,0,0
4188,1,0,0,0,1,0,1,0,1
4189,1,0,1,1,0,1,1,0,1
4190,1,0,1,0,1,0,1,1,1
4191,1,1,0,0,0,0,0,0,0
4192,1,1,1,1,1,1,0,0,0
4193,1,1,1,0,0,1,0,1,1
4194,0,0,1,1,1,0,0,0,1
4195,0,1,0,1,0,0,1,1,0
4196,0,1,0,0,0,0,1,0,0
4197,1,0,0,1,0,1,1,1,1
4198,1,0,1,0,1,0,1,1,1
4199,0,1,0,1,1,0,1,1,1
4200,1,1,1,1,1,0,0,0,1
4201,0,0,1,1,0,1,0,0,1
4202,0,1,1,0,0,1,1,1,1
4203,1,0,1,1,0,1,1,0,1
4204,1,0,1,0,1,1,1,1,0
4205,0,0,1,0,0,1,0,1,1
4206,0,1,0,1,1,0,1,1,1
4207,0,0,1,1,1,0,0,0,1
4208,1,1,0,0,0,1,0,0,1
4209,0,1,0,0,0,1,1,0,1
4210,0,1,1,1,1,0,1,0,1
4211,0,0,0,1,1,1,0,1,0
4212,0,0,0,1,1,1,0,1,0
4213,1,1,1,1,1,1,0,0,0
4214,1,1,0,1,1,1,0,1,0
4215,0,0,0,1,0,0,0,1,0
4216,1,1,1,1,0,1,0,0,1
4217,0,1,1,1,0,0,1,0,0
4218,0,1,0,0,0,0,1,0,0
4219,0,1,0,1,1,1,1,1,0
4220,1,0,0,1,0,1,1,1,1
4221,0,0,1,0,1,0,0,1,1
4222,0,0,1,1,1,1,0,0,0
4223,1,0,1,0,0,1,1,1,1
4224,0,1,1,0,1,1,1,1,0
4225,1,1,1,1,1,1,0,0,0
4226,0,0,0,1,0,1,0,1,1
4227,0,0,1,0,0,0,0,1,0
4228,1,0,1,1,1,1,1,0,0
4229,0,1,1,1,0,1,1,0,1
4230,0,0,0,1,1,0,0,1,1
4231,0,0,0,1,0,0,0,1,0
4232,0,0,1,1,1,0,0,0,1
4233,1,1,1,1,0,1,0,0,1
4234,0,0,1,1,1,0,0,0,1
4235,0,1,1,1,1,0,1,0,1
4236,0,1,0,1,1,1,1,1,0
4237,1,0,0,0,0,1,1,0,1
4238,0,0,0,1,1,0,0,1,1
4239,0,1,1,1,1,1,1,0,0
4240,0,1,1,0,1,1,1,1,0
4241,1,0,0,0,0,0,1,0,0
4242,1,1,0,1,1,0,0,1,1
4243,0,1,1,0,1,0,1,1,1
4244,0,0,1,0,1,1,0,1,0
4245,1,1,0,1,1,0,0,1,1
4246,0,0,1,1,1,0,0,0,1
4247,0,1,0,1,1,1,1,1,0
4248,0,0,1,1,0,1,0,0,1
4249,1,0,0,1,0,0,1,1,0
4250,1,0,1,1,1,1,1,0,0
4251,0,1,0,0,1,1,1,0,0
4252,1,1,1,1,1,1,0,0,0
4253,0,0,1,1,0,1,0,0,1
4254,1,0,0,0,0,1,1,0,1
4255,1,1,1,1,1,1,0,0,0
4256,0,1,1,0,1,1,1,1,0
4257,1,0,1,0,1,0,1,1,1
4258,1,0,0,0,0,0,1,0,0
4259,0,1,1,0,1,1,1,1,0
4260,0,1,1,0,0,0,1,1,0
4261,1,1,1,0,0,1,0,1,1
4262,0,1,0,0,1,1,1,0,0
4263,1,1,0,1,0,1,0,1,1
4264,0,1,0,0,0,0,1,0,0
4265,1,0,0,1,1,1,1,1,0
4266,1,0,0,1,0,1,1,1,1
4267,1,1,1,1,0,1,0,0,1
4268,0,0,1,0,0,1,0,1,1
4269,1,1,1,1,0,1,0,0,1
4270,0,0,1,1,0,1,0,0,1
4271,0,0,1,0,0,1,0,1,1
4272,1,0,0,0,0,0,1,0,0
4273,1,1,1,0,0,0,0,1,0
4274,0,1,0,1,0,0,1,1,0
4275,0,1,0,0,1,0,1,0,1
4276,0,1,0,0,0,1,1,0,1
4277,1,0,0,0,0,0,1,0,0
4278,0,1,0,1,0,1,1,1,1
4279,1,1,0,1,1,1,0,1,0
4280,0,1,0,1,1,0,1,1,1
4281,0,0,0,0,1,1,0,0,0
4282,0,1,0,1,1,0,1,1,1
4283,1,1,1,0,0,1,0,1,1
4284,1,1,1,1,0,1,0,0,1
4285,1,1,0,1,1,0,0,1,1
4286,1,0,0,1,0,1,1,1,1
4287,1,0,1,1,0,0,1,0,0
4288,0,0,0,0,1,1,0,0,0
4289,0,0,1,0,1,0,0,1,1
4290,0,1,1,0,0,1,1,1,1
4291,1,0,1,1,0,0,1,0,0
4292,1,0,1,1,1,1,1,0,0
4293,1,0,0,0,0,0,1,0,0
4294,1,1,0,0,0,1,0,0,1
4295,0,0,1,1,0,0,0,0,0
4296,1,0,1,1,1,1,1,0,0
4297,1,0,1,1,0,1,1,0,1
4298,1,1,1,0,1,0,0,1,1
4299,0,0,0,1,1,1,0,1,0
4300,1,0,0,0,1,0,1,0,1
4301,1,0,1,0,1,0,1,1,1
4302,1,1,0,0,1,0,0,0,1
4303,0,0,0,1,1,1,0,1,0
4304,1,0,1,0,1,0,1,1,1
4305,0,0,1,0,0,1,0,1,1
4306,1,0,1,1,1,0,1,0,1
4307,1,0,1,0,0,1,1,1,1
4308,1,1,0,1,0,1,0,1,1
4309,0,1,0,0,1,0,1,0,1
4310,0,1,0,0,0,1,1,0,1
4311,1,1,1,1,0,0,0,0,0
4312,1,1,0,1,1,0,0,1,1
4313,0,1,0,1,0,1,1,1,1
4314,1,1,0,1,1,0,0,1,1
4315,0,0,1,1,0,0,0,0,0
4316,1,1,0,0,0,1,0,0,1
4317,1,0,1,1,0,1,1,0,1
4318,1,0,0,1,0,1,1,1,1
4319,1,1,0,1,0,1,0,1,1
4320,0,1,1,1,0,0,1,0,0
4321,1,1,0,1,1,0,0,1,1
4322,0,1,0,1,0,0,1,1,0
4323,0,1,0,0,0,1,1,0,1
4324,0,0,1,1,1,1,0,0,0
4325,0,0,0,0,1,0,0,0,1
4326,1,0,1,0,0,0,1,1,0
4327,0,1,0,1,1,0,1,1,1
4328,1,0,0,1,1,0,1,1,1
4329,0,1,1,0,0,1,1,1,1
4330,0,1,0,0,1,1,1,0,0
4331,0,1,0,1,1,1,1,1,0
4332,0,1,1,1,0,1,1,0,1
4333,0,0,1,1,1,0,0,0,1
4334,0,0,1,1,0,1,0,0,1
4335,1,1,1,1,0,0,0,0,0
4336,0,0,0,1,0,1,0,1,1
4337,1,0,1,1,0,1,1,0,1
4338,1,1,1,1,1,0,0,0,1
4339,0,0,0,0,1,0,0,0,1
4340,0,1,1,1,1,0,1,0,1
4341,1,1,0,0,1,1,0,0,0
4342,0,1,1,0,1,1,1,1,0
4343,1,1,1,1,1,0,0,0,1
4344,1,0,1,1,1,1,1,0,0
4345,0,0,1,0,0,1,0,1,1
4346,1,0,1,0,1,1,1,1,0
4347,1,0,1,0,1,0,1,1,1
4348,0,1,1,0,0,1,1,1,1
4349,0,0,1,0,0,1,0,1,1
4350,0,0,1,1,0,1,0,0,1
4351,0,0,0,0,1,0,0,0,1
4352,0,0,0,0,0,0,0,0,0
4353,1,0,1,1,1,1,1,0,0
4354,1,1,1,1,1,1,0,0,0
4355,1,0,0,0,0,0,1,0,0
4356,1,1,0,1,1,0,0,1,1
4357,0,0,0,0,0,1,0,0,1
4358,1,0,0,1,1,1,1,1,0
4359,0,1,1,0,1,0,1,1,1
4360,0,1,0,0,0,0,1,0,0
4361,0,0,0,1,0,0,0,1,0
4362,0,1,1,0,1,0,1,1,1
4363,0,1,1,0,0,1,1,1,1
4364,1,0,0,0,1,0,1,0,1
4365,1,1,0,0,1,0,0,0,1
4366,0,1,0,1,0,0,1,1,0
4367,0,1,0,0,0,1,1,0,1
4368,0,1,0,0,1,0,1,0,1
4369,1,0,1,1,1,1,1,0,0
4370,1,1,0,1,0,0,0,1,0
4371,1,0,0,0,1,1,1,0,0
4372,0,0,1,0,1,0,0,1,1
4373,1,0,1,1,0,0,1,0,0
4374,0,0,1,0,0,1,0,1,1
4375,1,1,0,0,1,0,0,0,1
4376,0,1,0,1,0,0,1,1,0
4377,1,1,1,0,0,1,0,1,1
4378,0,0,0,0,1,0,0,0,1
4379,1,0,0,0,1,1,1,0,0
4380,0,1,1,0,0,0,1,1,0
4381,1,1,0,0,0,0,0,0,0
4382,1,1,1,1,0,0,0,0,0
4383,0,1,0,0,1,1,1,0,0
4384,0,1,1,1,1,1,1,0,0
4385,1,0,1,1,0,1,1,0,1
4386,1,0,1,0,1,0,1,1,1
4387,0,0,0,0,0,0,0,0,0
4388,0,0,1,0,1,1,0,1,0
4389,1,0,1,1,1,1,1,0,0
4390,1,1,1,1,1,1,0,0,0
4391,0,0,1,0,1,0,0,1,1
4392,1,1,0,1,0,1,0,1,1
4393,0,0,0,0,0,1,0,0,1
4394,1,1,0,0,1,0,0,0,1
4395,1,1,0,1,1,1,0,1,0
4396,0,0,0,0,0,0,0,0,0
4397,1,0,0,1,0,0,1,1,0
4398,1,1,1,0,1,1,0,1,0
4399,1,0,0,0,1,1,1,0,0
4400,1,0,1,0,0,0,1,1,0
4401,1,0,0,0,1,1,1,0,0
4402,0,1,0,1,1,0,1,1,1
4403,0,1,1,1,1,1,1,0,0
4404,0,1,0,0,0,0,1,0,0
4405,0,1,1,1,1,1,1,0,0
4406,1,0,1,0,0,0,1,1,0
4407,0,0,0,0,1,1,0,0,0
4408,1,1,1,0,1,0,0,1,1
4409,0,0,1,1,1,0,0,0,1
4410,0,0,1,1,1,1,0,0,0
4411,0,1,0,0,0,0,1,0,0
4412,0,0,1,0,1,0,0,1,1
4413,1,0,1,0,1,0,1,1,1
4414,1,0,0,1,0,1,1,1,1
4415,0,1,1,1,0,1,1,0,1
4416,0,0,0,0,1,0,0,0,1
4417,0,1,0,0,1,0,1,0,1
4418,0,1,0,0,1,0,1,0,1
4419,0,1,1,1,0,1,1,0,1
4420,1,1,0,1,1,0,0,1,1
4421,1,1,0,0,0,0,0,0,0
4422,0,1,1,1,0,1,1,0,1
4423,1,0,1,1,0,0,1,0,0
4424,0,0,0,0,0,0,0,0,0
4425,1,0,0,1,1,0,1,1,1
4426,1,1,1,0,0,0,0,1,0
4427,0,0,1,0,0,0,0,1,0
4428,1,1,1,0,1,0,0,1,1
4429,1,1,0,0,1,1,0,0,0
4430,0,1,0,0,0,1,1,0,1
4431,1,0,1,0,0,1,1,1,1
4432,0,1,0,0,1,0,1,0,1
4433,1,1,1,0,0,1,0,1,1
4434,1,1,1,0,1,1,0,1,0
4435,0,1,1,1,0,1,1,0,1
4436,1,0,1,1,0,1,1,0,1
4437,0,1,0,0,1,0,1,0,1
4438,0,1,0,0,1,0,1,0,1
4439,0,0,0,1,0,1,0,1,1
4440,0,1,0,1,1,1,1,1,0
4441,1,0,1,1,0,1,1,0,1
4442,0,1,0,1,1,1,1,1,0
4443,0,1,1,0,1,0,1,1,1
4444,1,0,1,1,1,0,1,0,1
4445,0,0,1,0,1,0,0,1,1
4446,0,0,1,1,0,0,0,0,0
4447,1,1,0,0,1,1,0,0,0
4448,1,0,0,1,0,1,1,1,1
4449,0,1,1,0,1,1,1,1,0
4450,1,1,1,1,0,0,0,0,0
4451,1,0,1,1,1,0,1,0,1
4452,1,0,0,0,1,0,1,0,1
4453,1,1,0,0,0,1,0,0,1
4454,1,0,0,0,1,1,1,0,0
4455,0,0,1,1,0,1,0,0,1
4456,1,0,0,0,0,1,1,0,1
4457,0,0,1,1,1,1,0,0,0
4458,0,1,0,1,0,0,1,1,0
4459,1,1,1,0,1,0,0,1,1
4460,1,1,0,1,0,0,0,1,0
4461,1,0,1,1,1,0,1,0,1
4462,0,1,0,0,1,0,1,0,1
4463,0,1,0,0,1,0,1,0,1
4464,1,1,0,1,0,1,0,1,1
4465,1,1,0,1,0,1,0,1,1
4466,1,0,1,0,0,1,1,1,1
4467,0,1,0,1,0,0,1,1,0
4468,1,1,1,1,0,1,0,0,1
4469,1,1,1,1,0,0,0,0,0
4470,0,0,0,1,1,0,0,1,1
4471,0,1,1,1,0,1,1,0,1
4472,0,1,1,0,0,0,1,1,0
4473,1,1,1,1,1,0,0,0,1
4474,0,0,1,0,1,0,0,1,1
4475,1,1,1,1,0,0,0,0,0
4476,1,0,0,0,1,0,1,0,1
4477,1,0,0,0,0,0,1,0,0
4478,0,0,1,1,0,1,0,0,1
4479,0,1,0,1,1,0,1,1,1
4480,0,1,1,0,1,1,1,1,0
4481,1,1,1,0,1,0,0,1,1
4482,0,1,1,0,0,1,1,1,1
4483,0,0,1,0,1,0,0,1,1
4484,1,0,1,0,0,1,1,1,1
4485,1,0,0,1,1,1,1,1,0
4486,1,0,0,1,1,1,1,1,0
4487,1,1,1,1,1,0,0,0,1
4488,1,1,0,1,0,1,0,1,1
4489,0,0,1,0,1,0,0,1,1
4490,1,0,1,0,1,1,1,1,0
4491,1,0,1,0,1,1,1,1,0
4492,0,1,0,0,1,0,1,0,1
4493,1,1,1,0,1,0,0,1,1
4494,0,1,1,1,0,1,1,0,1
4495,0,0,0,1,1,0,0,1,1
4496,0,1,0,0,1,0,1,0,1
4497,0,1,0,1,1,1,1,1,0
4498,0,0,1,1,1,1,0,0,0
4499,1,0,1,0,1,1,1,1,0
4500,1,0,1,0,1,0,1,1,1
4501,0,0,1,1,1,1,0,0,0
4502,1,0,1,0,0,1,1,1,1
4503,0,1,0,0,0,1,1,0,1
4504,1,0,1,1,0,1,1,0,1
4505,1,0,1,0,0,1,1,1,1
4506,1,0,1,1,0,0,1,0,0
4507,1,0,1,1,1,0,1,0,1
4508,1,0,0,1,0,0,1,1,0
4509,1,1,1,1,0,1,0,0,1
4510,1,1,0,0,0,1,0,0,1
4511,0,1,0,1,1,0,1,1,1
4512,0,0,0,1,0,0,0,1,0
4513,0,0,0,1,1,1,0,1,0
4514,0,1,1,0,0,1,1,1,1
4515,0,1,1,1,0,0,1,0,0
4516,0,1,0,0,1,0,1,0,1
4517,0,1,1,0,1,1,1,1,0
4518,0,0,0,0,1,0,0,0,1
4519,1,0,0,0,1,0,1,0,1
4520,1,1,0,0,1,1,0,0,0
4521,0,0,0,0,0,1,0,0,1
4522,0,0,1,1,0,1,0,0,1
4523,0,0,0,1,0,1,0,1,1
4524,1,1,0,0,0,1,0,0,1
4525,1,1,1,1,0,1,0,0,1
4526,1,1,0,1,1,1,0,1,0
4527,1,1,0,1,0,0,0,1,0
4528,1,1,1,0,0,0,0,1,0
4529,0,1,1,0,0,1,1,1,1
4530,1,0,1,0,0,0,1,1,0
4531,1,0,0,1,1,1,1,1,0
4532,0,0,1,0,0,0,0,1,0
4533,1,0,0,1,0,1,1,1,1
4534,0,1,1,1,0,0,1,0,0
4535,1,1,0,1,0,1,0,1,1
4536,0,0,1,1,1,0,0,0,1
4537,0,1,1,0,0,1,1,1,1
4538,1,0,0,0,1,0,1,0,1
4539,0,1,1,0,1,1,1,1,0
4540,1,0,1,1,1,0,1,0,1
4541,0,1,0,0,0,0,1,0,0
4542,1,1,0,0,1,1,0,0,0
4543,1,0,0,1,1,0,1,1,1
4544,1,1,1,0,0,0,0,1,0
4545,1,0,0,1,0,1,1,1,1
4546,0,0,1,1,0,0,0,0,0
4547,1,1,0,0,0,1,0,0,1
4548,0,1,0,0,0,1,1,0,1
4549,0,0,0,0,0,0,0,0,0
4550,0,1,0,0,0,1,1,0,1
4551,1,1,1,0,1,0,0,1,1
4552,1,0,0,0,1,0,1,0,1
4553,0,0,0,0,1,0,0,0,1
4554,1,1,1,1,1,1,0,0,0
4555,1,1,0,1,0,0,0,1,0
4556,1,0,0,0,0,1,1,0,1
4557,1,1,1,1,0,0,0,0,0
4558,0,1,0,1,0,1,1,1,1
4559,1,0,1,1,0,1,1,0,1
4560,1,0,1,1,1,0,1,0,1
4561,0,1,0,0,0,0,1,0,0
4562,0,1,0,1,0,0,1,1,0
4563,1,0,0,1,0,1,1,1,1
4564,1,0,1,0,1,1,1,1,0
4565,0,1,0,0,0,0,1,0,0
4566,1,1,0,1,1,0,0,1,1
4567,0,0,1,1,0,0,0,0,0
4568,1,0,1,1,0,0,1,0,0
4569,1,0,1,0,0,0,1,1,0
4570,1,1,0,0,1,1,0,0,0
4571,0,1,1,1,1,0,1,0,1
4572,0,1,0,1,1,1,1,1,0
4573,0,0,1,0,1,0,0,1,1
4574,0,0,0,0,1,0,0,0,1
4575,0,1,1,1,0,0,1,0,0
4576,0,0,0,1,1,1,0,1,0
4577,1,1,1,1,1,1,0,0,0
4578,0,1,0,0,1,0,1,0,1
4579,0,0,1,1,0,1,0,0,1
4580,0,0,1,0,1,0,0,1,1
4581,1,0,1,1,0,1,1,0,1
4582,1,0,1,0,1,1,1,1,0
4583,1,0,1,1,0,0,1,0,0
4584,1,0,1,1,0,1,1,0,1
4585,1,0,1,1,1,1,1,0,0
4586,1,0,0,0,0,0,1,0,0
4587,0,0,0,1,0,0,0,1,0
4588,1,0,1,1,0,1,1,0,1
4589,1,1,1,1,1,0,0,0,1
4590,0,1,1,1,0,0,1,0,0
4591,1,1,1,1,0,0,0,0,0
4592,1,0,0,0,1,1,1,0,0
4593,1,1,1,0,0,0,0,1,0
4594,0,1,0,0,0,0,1,0,0
4595,1,0,1,1,1,0,1,0,1
4596,1,0,1,0,0,1,1,1,1
4597,1,1,1,0,0,1,0,1,1
4598,0,0,1,1,1,1,0,0,0
4599,1,0,0,1,1,1,1,1,0
4600,1,0,1,0,0,0,1,1,0
4601,1,1,0,0,1,0,0,0,1
4602,0,0,1,0,0,1,0,1,1
4603,0,1,1,0,0,1,1,1,1
4604,0,1,0,1,0,1,1,1,1
4605,1,1,0,0,1,1,0,0,0
4606,1,1,0,1,1,0,0,1,1
4607,1,1,0,0,1,1,0,0,0
4608,0,0,1,1,1,0,0,0,1
4609,1,0,1,1,1,1,1,0,0
4610,1,0,1,1,0,0,1,0,0
4611,0,0,1,1,0,1,0,0,1
4612,1,0,0,1,1,0,1,1,1
4613,1,1,0,1,1,1,0,1,0
4614,1,0,0,0,0,0,1,0,0
4615,1,1,1,0,1,0,0,1,1
4616,1,0,1,0,0,1,1,1,1
4617,1,0,1,0,1,0,1,1,1
4618,0,0,1,1,0,0,0,0,0
4619,1,0,0,1,1,1,1,1,0
4620,1,0,1,1,1,1,1,0,0
4621,0,0,0,1,0,1,0,1,1
4622,1,0,1,0,1,0,1,1,1
4623,1,1,0,1,1,1,0,1,0
4624,0,0,1,1,1,1,0,0,0
4625,0,1,0,1,0,0,1,1,0
4626,1,1,1,0,1,1,0,1,0
4627,0,1,0,0,1,1,1,0,0
4628,0,0,0,0,0,1,0,0,1
4629,1,0,0,0,1,0,1,0,1
4630,0,1,0,1,1,0,1,1,1
4631,0,0,0,0,1,1,0,0,0
4632,1,0,0,1,1,0,1,1,1
4633,0,0,1,1,0,1,0,0,1
4634,0,1,1,1,0,0,1,0,0
4635,1,1,0,0,0,0,0,0,0
4636,1,0,0,1,0,1,1,1,1
4637,1,1,0,1,1,1,0,1,0
4638,1,0,0,0,1,1,1,0,0
4639,1,0,1,1,1,1,1,0,0
4640,1,0,1,0,1,0,1,1,1
4641,1,1,0,0,0,0,0,0,0
4642,0,0,0,1,1,0,0,1,1
4643,0,1,0,0,1,0,1,0,1
4644,1,1,0,1,0,1,0,1,1
4645,0,1,1,0,0,1,1,1,1
4646,1,1,0,0,1,1,0,0,0
4647,0,1,0,1,1,0,1,1,1
4648,1,0,1,0,0,1,1,1,1
4649,1,1,0,1,0,1,0,1,1
4650,0,1,1,0,1,0,1,1,1
4651,1,1,0,0,1,0,0,0,1
4652,1,1,1,0,1,0,0,1,1
4653,0,1,1,1,0,1,1,0,1
4654,0,1,1,1,1,1,1,0,0
4655,0,0,0,0,0,0,0,0,0
4656,0,1,0,1,0,1,1,1,1
4657,1,0,0,0,0,0,1,0,0
4658,0,0,1,0,1,1,0,1,0
4659,1,0,1,1,0,1,1,0,1
4660,1,1,0,1,0,1,0,1,1
4661,0,0,1,1,0,1,0,0,1
4662,0,0,0,0,0,0,0,0,0
4663,1,0,0,0,1,0,1,0,1
4664,1,0,0,0,1,1,1,0,0
4665,0,0,1,0,0,1,0,1,1
4666,1,0,0,0,0,0,1,0,0
4667,1,0,1,1,1,1,1,0,0
4668,0,1,0,1,0,1,1,1,1
4669,0,0,0,1,1,0,0,1,1
4670,1,1,1,1,0,1,0,0,1
4671,1,1,1,1,0,1,0,0,1
4672,0,0,1,0,1,0,0,1,1
4673,1,1,0,1,1,1,0,1,0
4674,1,1,0,1,0,0,0,1,0
4675,0,1,0,1,1,1,1,1,0
4676,0,1,0,0,0,0,1,0,0
4677,1,1,0,0,0,0,0,0,0
4678,0,1,1,1,0,1,1,0,1
4679,1,1,1,0,0,0,0,1,0
4680,1,1,1,1,0,1,0,0,1
4681,0,0,0,0,0,0,0,0,0
4682,0,0,1,1,0,0,0,0,0
4683,0,0,0,0,1,0,0,0,1
4684,0,1,0,0,0,0,1,0,0
4685,1,0,0,1,1,0,1,1,1
4686,1,1,0,1,0,0,0,1,0
4687,0,1,0,1,0,1,1,1,1
4688,0,1,1,0,1,0,1,1,1
4689,1,1,0,0,0,1,0,0,1
4690,0,1,0,1,0,0,1,1,0
4691,1,1,1,0,0,0,0,1,0
4692,0,1,1,0,1,1,1,1,0
4693,0,1,0,0,0,0,1,0,0
4694,1,0,0,0,1,0,1,0,1
